,year,week_number,content,relative_yearly,relative_period
337,2016,24,3,50.0,25.0
338,2016,25,1,16.666666666666664,8.333333333333332
339,2016,26,4,66.66666666666666,33.33333333333333
340,2016,27,4,66.66666666666666,33.33333333333333
341,2016,28,5,83.33333333333333,41.666666666666664
342,2016,29,2,33.33333333333333,16.666666666666664
343,2016,30,1,16.666666666666664,8.333333333333332
344,2016,31,1,16.666666666666664,8.333333333333332
345,2016,32,3,50.0,25.0
346,2016,33,5,83.33333333333333,41.666666666666664
347,2016,34,0,0.0,0.0
348,2016,35,3,50.0,25.0
349,2016,36,1,16.666666666666664,8.333333333333332
350,2016,37,3,50.0,25.0
351,2016,38,3,50.0,25.0
352,2016,39,2,33.33333333333333,16.666666666666664
353,2016,40,0,0.0,0.0
354,2016,41,1,16.666666666666664,8.333333333333332
355,2016,42,4,66.66666666666666,33.33333333333333
356,2016,43,1,16.666666666666664,8.333333333333332
357,2016,44,2,33.33333333333333,16.666666666666664
358,2016,45,1,16.666666666666664,8.333333333333332
359,2016,46,1,16.666666666666664,8.333333333333332
360,2016,47,0,0.0,0.0
361,2016,48,6,100.0,50.0
362,2016,49,4,66.66666666666666,33.33333333333333
363,2016,50,5,83.33333333333333,41.666666666666664
364,2016,51,5,83.33333333333333,41.666666666666664
365,2016,52,3,50.0,25.0
366,2017,1,3,33.33333333333333,25.0
367,2017,2,1,11.11111111111111,8.333333333333332
368,2017,3,3,33.33333333333333,25.0
369,2017,4,9,100.0,75.0
370,2017,5,2,22.22222222222222,16.666666666666664
371,2017,6,2,22.22222222222222,16.666666666666664
372,2017,7,2,22.22222222222222,16.666666666666664
373,2017,8,1,11.11111111111111,8.333333333333332
374,2017,9,1,11.11111111111111,8.333333333333332
375,2017,10,2,22.22222222222222,16.666666666666664
376,2017,11,2,22.22222222222222,16.666666666666664
377,2017,12,5,55.55555555555556,41.666666666666664
378,2017,13,2,22.22222222222222,16.666666666666664
379,2017,14,2,22.22222222222222,16.666666666666664
380,2017,15,1,11.11111111111111,8.333333333333332
381,2017,16,3,33.33333333333333,25.0
382,2017,17,6,66.66666666666666,50.0
383,2017,18,1,11.11111111111111,8.333333333333332
384,2017,19,4,44.44444444444444,33.33333333333333
385,2017,20,3,33.33333333333333,25.0
386,2017,21,2,22.22222222222222,16.666666666666664
387,2017,22,3,33.33333333333333,25.0
