,year,week_number,content,relative
285,2015,25,1,16.666666666666664
286,2015,26,2,33.33333333333333
287,2015,27,1,16.666666666666664
288,2015,28,3,50.0
289,2015,29,1,16.666666666666664
290,2015,30,0,0.0
291,2015,31,0,0.0
292,2015,32,0,0.0
293,2015,33,1,16.666666666666664
294,2015,34,2,33.33333333333333
295,2015,35,1,16.666666666666664
296,2015,36,0,0.0
297,2015,37,0,0.0
298,2015,38,2,33.33333333333333
299,2015,39,3,50.0
300,2015,40,2,33.33333333333333
301,2015,41,4,66.66666666666666
302,2015,42,2,33.33333333333333
303,2015,43,1,16.666666666666664
304,2015,44,2,33.33333333333333
305,2015,45,0,0.0
306,2015,46,0,0.0
307,2015,47,3,50.0
308,2015,48,1,16.666666666666664
309,2015,49,2,33.33333333333333
310,2015,50,0,0.0
311,2015,51,0,0.0
312,2015,52,2,33.33333333333333
313,2016,1,4,57.14285714285714
314,2016,2,3,42.857142857142854
315,2016,3,4,57.14285714285714
316,2016,4,2,28.57142857142857
317,2016,5,1,14.285714285714285
318,2016,6,1,14.285714285714285
319,2016,7,0,0.0
320,2016,8,1,14.285714285714285
321,2016,9,1,14.285714285714285
322,2016,10,0,0.0
323,2016,11,2,28.57142857142857
324,2016,12,0,0.0
325,2016,13,1,14.285714285714285
326,2016,14,7,100.0
327,2016,15,1,14.285714285714285
328,2016,16,3,42.857142857142854
329,2016,17,0,0.0
330,2016,18,1,14.285714285714285
331,2016,19,1,14.285714285714285
332,2016,20,5,71.42857142857142
333,2016,21,0,0.0
334,2016,22,2,28.57142857142857
335,2016,23,0,0.0
336,2016,24,2,28.57142857142857
337,2016,25,2,28.57142857142857
338,2016,26,2,28.57142857142857
339,2016,27,3,42.857142857142854
340,2016,28,1,14.285714285714285
341,2016,29,1,14.285714285714285
342,2016,30,2,28.57142857142857
343,2016,31,1,14.285714285714285
344,2016,32,0,0.0
345,2016,33,1,14.285714285714285
346,2016,34,0,0.0
347,2016,35,2,28.57142857142857
348,2016,36,4,57.14285714285714
349,2016,37,2,28.57142857142857
350,2016,38,0,0.0
351,2016,39,0,0.0
352,2016,40,0,0.0
353,2016,41,0,0.0
354,2016,42,1,14.285714285714285
355,2016,43,0,0.0
356,2016,44,1,14.285714285714285
357,2016,45,0,0.0
358,2016,46,1,14.285714285714285
359,2016,47,0,0.0
360,2016,48,4,57.14285714285714
361,2016,49,1,14.285714285714285
362,2016,50,1,14.285714285714285
363,2016,51,0,0.0
364,2016,52,1,14.285714285714285
365,2017,1,1,25.0
366,2017,2,1,25.0
367,2017,3,1,25.0
368,2017,4,2,50.0
369,2017,5,0,0.0
370,2017,6,1,25.0
371,2017,7,1,25.0
372,2017,8,2,50.0
373,2017,9,2,50.0
374,2017,10,0,0.0
375,2017,11,0,0.0
376,2017,12,1,25.0
377,2017,13,2,50.0
378,2017,14,2,50.0
379,2017,15,3,75.0
380,2017,16,1,25.0
381,2017,17,3,75.0
382,2017,18,1,25.0
383,2017,19,1,25.0
384,2017,20,0,0.0
385,2017,21,0,0.0
386,2017,22,0,0.0
387,2017,23,2,50.0
388,2017,24,1,25.0
389,2017,25,1,25.0
390,2017,26,1,25.0
391,2017,27,4,100.0
392,2017,28,1,25.0
393,2017,29,2,50.0
394,2017,30,1,25.0
395,2017,31,1,25.0
396,2017,32,2,50.0
397,2017,33,1,25.0
398,2017,34,0,0.0
399,2017,35,0,0.0
400,2017,36,0,0.0
401,2017,37,0,0.0
402,2017,38,1,25.0
403,2017,39,1,25.0
404,2017,40,0,0.0
405,2017,41,0,0.0
406,2017,42,1,25.0
407,2017,43,2,50.0
408,2017,44,1,25.0
409,2017,45,2,50.0
410,2017,46,0,0.0
411,2017,47,1,25.0
412,2017,48,2,50.0
413,2017,49,1,25.0
414,2017,50,2,50.0
415,2017,51,2,50.0
416,2017,52,0,0.0
417,2017,53,0,0.0
418,2018,0,1,33.33333333333333
419,2018,1,2,66.66666666666666
420,2018,2,0,0.0
421,2018,3,2,66.66666666666666
422,2018,4,3,100.0
423,2018,5,0,0.0
424,2018,6,3,100.0
425,2018,7,0,0.0
426,2018,8,1,33.33333333333333
427,2018,9,0,0.0
428,2018,10,3,100.0
429,2018,11,0,0.0
430,2018,12,0,0.0
431,2018,13,1,33.33333333333333
432,2018,14,3,100.0
433,2018,15,3,100.0
434,2018,16,1,33.33333333333333
435,2018,17,0,0.0
436,2018,18,1,33.33333333333333
437,2018,19,2,66.66666666666666
438,2018,20,1,33.33333333333333
439,2018,21,1,33.33333333333333
440,2018,22,0,0.0
441,2018,23,1,33.33333333333333
442,2018,24,1,33.33333333333333
443,2018,25,0,0.0
444,2018,26,0,0.0
445,2018,27,0,0.0
446,2018,28,0,0.0
447,2018,29,0,0.0
448,2018,30,2,66.66666666666666
449,2018,31,1,33.33333333333333
450,2018,32,0,0.0
451,2018,33,3,100.0
452,2018,34,0,0.0
453,2018,35,1,33.33333333333333
454,2018,36,1,33.33333333333333
455,2018,37,1,33.33333333333333
456,2018,38,0,0.0
457,2018,39,2,66.66666666666666
458,2018,40,2,66.66666666666666
459,2018,41,0,0.0
460,2018,42,1,33.33333333333333
461,2018,43,3,100.0
462,2018,44,2,66.66666666666666
463,2018,45,3,100.0
464,2018,46,1,33.33333333333333
465,2018,47,2,66.66666666666666
466,2018,48,2,66.66666666666666
467,2018,49,2,66.66666666666666
468,2018,50,3,100.0
469,2018,51,0,0.0
470,2018,52,0,0.0
471,2019,1,1,20.0
472,2019,2,2,40.0
473,2019,3,0,0.0
474,2019,4,0,0.0
475,2019,5,0,0.0
476,2019,6,2,40.0
477,2019,7,1,20.0
478,2019,8,1,20.0
479,2019,9,0,0.0
480,2019,10,3,60.00000000000001
481,2019,11,1,20.0
482,2019,12,1,20.0
483,2019,13,0,0.0
484,2019,14,0,0.0
485,2019,15,1,20.0
486,2019,16,3,60.00000000000001
487,2019,17,0,0.0
488,2019,18,0,0.0
489,2019,19,2,40.0
490,2019,20,0,0.0
491,2019,21,1,20.0
492,2019,22,1,20.0
493,2019,23,0,0.0
494,2019,24,1,20.0
495,2019,25,1,20.0
496,2019,26,2,40.0
497,2019,27,2,40.0
498,2019,28,2,40.0
499,2019,29,3,60.00000000000001
500,2019,30,2,40.0
501,2019,31,0,0.0
502,2019,32,5,100.0
503,2019,33,3,60.00000000000001
504,2019,34,1,20.0
505,2019,35,0,0.0
506,2019,36,2,40.0
507,2019,37,2,40.0
508,2019,38,3,60.00000000000001
509,2019,39,0,0.0
510,2019,40,2,40.0
511,2019,41,0,0.0
512,2019,42,0,0.0
513,2019,43,2,40.0
514,2019,44,2,40.0
515,2019,45,1,20.0
516,2019,46,2,40.0
517,2019,47,0,0.0
518,2019,48,1,20.0
519,2019,49,2,40.0
520,2019,50,2,40.0
521,2019,51,0,0.0
522,2019,52,0,0.0
523,2020,1,0,0.0
524,2020,2,0,0.0
525,2020,3,2,40.0
526,2020,4,1,20.0
527,2020,5,1,20.0
528,2020,6,2,40.0
529,2020,7,3,60.00000000000001
530,2020,8,3,60.00000000000001
531,2020,9,0,0.0
532,2020,10,2,40.0
533,2020,11,0,0.0
534,2020,12,2,40.0
535,2020,13,1,20.0
536,2020,14,0,0.0
537,2020,15,1,20.0
538,2020,16,1,20.0
539,2020,17,1,20.0
540,2020,18,0,0.0
541,2020,19,0,0.0
542,2020,20,5,100.0
543,2020,21,1,20.0
544,2020,22,1,20.0
545,2020,23,0,0.0
546,2020,24,0,0.0
547,2020,25,1,20.0
548,2020,26,4,80.0
549,2020,27,0,0.0
550,2020,28,1,20.0
551,2020,29,1,20.0
552,2020,30,0,0.0
553,2020,31,0,0.0
554,2020,32,0,0.0
555,2020,33,0,0.0
556,2020,34,0,0.0
557,2020,35,0,0.0
558,2020,36,0,0.0
559,2020,37,2,40.0
560,2020,38,0,0.0
561,2020,39,1,20.0
562,2020,40,1,20.0
563,2020,41,1,20.0
564,2020,42,0,0.0
565,2020,43,0,0.0
566,2020,44,1,20.0
567,2020,45,2,40.0
568,2020,46,0,0.0
569,2020,47,0,0.0
570,2020,48,2,40.0
571,2020,49,1,20.0
572,2020,50,0,0.0
573,2020,51,0,0.0
574,2020,52,0,0.0
575,2021,1,0,0.0
576,2021,2,2,66.66666666666666
577,2021,3,3,100.0
578,2021,4,0,0.0
579,2021,5,0,0.0
580,2021,6,0,0.0
581,2021,7,0,0.0
582,2021,8,1,33.33333333333333
583,2021,9,2,66.66666666666666
584,2021,10,1,33.33333333333333
585,2021,11,0,0.0
586,2021,12,0,0.0
587,2021,13,0,0.0
588,2021,14,0,0.0
589,2021,15,0,0.0
590,2021,16,0,0.0
591,2021,17,0,0.0
592,2021,18,0,0.0
593,2021,19,0,0.0
594,2021,20,0,0.0
595,2021,21,2,66.66666666666666
596,2021,22,0,0.0
597,2021,23,2,66.66666666666666
598,2021,24,0,0.0
599,2021,25,0,0.0
600,2021,26,0,0.0
601,2021,27,0,0.0
602,2021,28,0,0.0
603,2021,29,0,0.0
604,2021,30,0,0.0
605,2021,31,0,0.0
606,2021,32,0,0.0
607,2021,33,0,0.0
608,2021,34,1,33.33333333333333
609,2021,35,1,33.33333333333333
610,2021,36,0,0.0
611,2021,37,1,33.33333333333333
612,2021,38,1,33.33333333333333
613,2021,39,1,33.33333333333333
614,2021,40,0,0.0
615,2021,41,0,0.0
616,2021,42,0,0.0
617,2021,43,1,33.33333333333333
618,2021,44,0,0.0
619,2021,45,0,0.0
620,2021,46,0,0.0
621,2021,47,1,33.33333333333333
622,2021,48,0,0.0
623,2021,49,0,0.0
624,2021,50,1,33.33333333333333
625,2021,51,0,0.0
626,2021,52,1,33.33333333333333
627,2022,1,0,0.0
628,2022,2,0,0.0
629,2022,3,1,50.0
630,2022,4,0,0.0
631,2022,5,0,0.0
632,2022,6,0,0.0
633,2022,7,1,50.0
634,2022,8,0,0.0
635,2022,9,0,0.0
636,2022,10,0,0.0
637,2022,11,1,50.0
638,2022,12,0,0.0
639,2022,13,0,0.0
640,2022,14,1,50.0
641,2022,15,0,0.0
642,2022,16,0,0.0
643,2022,17,0,0.0
644,2022,18,1,50.0
645,2022,19,0,0.0
646,2022,20,0,0.0
647,2022,21,0,0.0
648,2022,22,0,0.0
649,2022,23,0,0.0
650,2022,24,0,0.0
651,2022,25,2,100.0
652,2022,26,0,0.0
653,2022,27,0,0.0
654,2022,28,0,0.0
655,2022,29,0,0.0
656,2022,30,0,0.0
657,2022,31,0,0.0
658,2022,32,0,0.0
659,2022,33,0,0.0
660,2022,34,0,0.0
661,2022,35,0,0.0
662,2022,36,0,0.0
663,2022,37,0,0.0
664,2022,38,0,0.0
665,2022,39,0,0.0
666,2022,40,0,0.0
667,2022,41,0,0.0
668,2022,42,0,0.0
669,2022,43,0,0.0
670,2022,44,1,50.0
671,2022,45,0,0.0
672,2022,46,0,0.0
673,2022,47,0,0.0
674,2022,48,0,0.0
675,2022,49,0,0.0
676,2022,50,0,0.0
677,2022,51,0,0.0
678,2022,52,0,0.0
